Fecha,Producto/Ficha,Categoria,Descripción,Moneda,Valor Venta
5/4/2024,582700002-15896,FITNESS,MAQUINA DE REMO S200 Color: NEGRO; Año: 2023.000; Gén.: UNISEX,S/ ,846.61
5/4/2024,581240046-13757,FITNESS,ELIPTICA BH FDC19 TFT Color: NEGRO/GRIS,S/ ,"3,304.24"
5/4/2024,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,677.12
5/4/2024,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,694.07"
5/4/2024,602250003-12014,ACCESORIO,TIMBRE TING SLIM Color: NEGRO; TipoAcc: TIMBRE,S/ ,16.86
5/4/2024,605530250-11669,ACCESORIO,PORTABOTELLA 5 MM (490000026) Color: PLATA; TipoAcc: PORTABOTELLA,S/ ,16.86
5/4/2024,602030001-14448,ACCESORIO,CASCO MTB Color: BLANCO/AZUL/PLATEADO; Talla: M; TipoAcc: CASCO,S/ ,59.24
5/4/2024,731990165-14662,ACCESORIO,"CAMARA CAMEL Aro: 27.5""; TipoAcc: CAMARA; Talla: 27.5X2.10",S/ ,12.63
5/4/2024,571200227-14906,BICICLETA,"BICICLETA MRG CITY 2 26"" Aro: 26""; Color: AZUL/ROSADO; Gén.: MUJER",S/ ,829.66
5/4/2024,731990152-14649,ACCESORIO,"LLANTA CAMEL VUELTA USA CB681 (57-559) Aro: 26""; Color: NEGRO; Talla: 26X2.125; TipoAcc: LLANTA",S/ ,32.12
5/4/2024,731990165-14659,ACCESORIO,"CAMARA CAMEL Aro: 26""; TipoAcc: CAMARA; Talla: 26X2.125",S/ ,11.78
5/6/2024,581240018-11248,FITNESS,ELIPTICA E6008 Color: NEGRO,S/ ,"1,694.07"
5/6/2024,571230117-12560,BICICLETA,"BICICLETA DESTINY 16"" Aro: 16""; Color: LILA; Año: 2020.000; Gén.: MUJER",S/ ,575.42
5/6/2024,571380073-14008,BICICLETA,"BICICLETA CANON HWT 27.5"" Aro: 27.5""; Color: NEGRO/AMARILLO; Gén.: HOMBRE",S/ ,"1,185.59"
5/6/2024,582700039-15897,FITNESS,MAQUINA DE REMO PREST R1000 PLUS Color: NEGRO/GRIS; Año: 2023.000; Gén.: UNISEX,S/ ,"2,202.54"
5/7/2024,581560002-12250,FITNESS,SPINNING PREST S5007 Color: AZUL,S/ ,"1,948.31"
5/8/2024,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"3,363.56"
5/8/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,482.20
5/8/2024,574160007-12641,BICICLETA,"BICICLETA CBR 16"" Aro: 16""; Color: AZUL/ROJO; Mater.: ACERO; Gén.: HOMBRE",S/ ,456.78
5/10/2024,581560021-11248,FITNESS,SPINNING Q200 Color: NEGRO,S/ ,"1,016.10"
5/10/2024,731990161-14650,ACCESORIO,"LLANTA CAMEL CB790 (54-559) Aro: 26""; Color: NEGRO; Talla: 26X2.10; TipoAcc: LLANTA",S/ ,25.34
5/11/2024,631500038-13521,BICICLETA,"E-BIKE ELIT 20"" Aro: 20""; Color: NEGRO/AMARILLO; Mater.: MAGNESIO",S/ ,"2,456.78"
5/11/2024,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,677.12
5/11/2024,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"2,092.37"
5/13/2024,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,677.12
5/14/2024,625530069-11532,ACCESORIO,LUCES CYCLE TORCH BIKE LIGHT LED NIGHT OWL 200 Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,143.22
5/14/2024,604090009-12999,ACCESORIO,CANDADO DE SEGURIDAD FLEX COMBO COIL 15 Color: NEGRO; TipoAcc: CANDADO,S/ ,117.80
5/15/2024,172120870-0,ACCESORIO,SILICONA LIQUIDA P/ FITNESS x 250 ML .,S/ ,75.42
5/15/2024,631500038-13522,BICICLETA,"E-BIKE ELIT 20"" Aro: 20""; Color: PLATEADO/NEGRO; Mater.: MAGNESIO",S/ ,"2,787.29"
5/16/2024,571380077-14918,BICICLETA,"BICICLETA GRV 29"" Aro: 29""; Color: NEGRO/GRIS; Mater.: ACERO; Gén.: HOMBRE",S/ ,829.66
5/17/2024,574160007-16188,BICICLETA,"BICICLETA CBR 16"" Aro: 16""; Color: GRIS OSCURO/VERDE; Gén.: HOMBRE; Mater.: ACERO",S/ ,431.36
5/17/2024,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,524.58"
5/17/2024,731990163-14651,ACCESORIO,"LLANTA CAMEL CB561 (56-584) Aro: 27.5""; Color: NEGRO; Talla: 27.5X2.10; TipoAcc: LLANTA",S/ ,42.29
5/17/2024,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,372.03"
5/17/2024,604090009-12999,ACCESORIO,CANDADO DE SEGURIDAD FLEX COMBO COIL 15 Color: NEGRO; TipoAcc: CANDADO,S/ ,117.80
5/17/2024,601720249-14331,ACCESORIO,CASCO LIMAR SCRAMBLER Color: GUNMETAL GREEN; Talla: L; Año: 2020.000; TipoAcc: CASCO,S/ ,227.97
5/17/2024,605530457-12429,ACCESORIO,SET DE HERRAMIENTAS  MINI P20 Color: NEGRO; TipoAcc: SET DE HERRAMIENTAS,S/ ,160.17
5/17/2024,602050011-11595,ACCESORIO,GUANTES CORTOS ELEVATE Color: NEGRO; Gén.: HOMBRE; Talla: L; TipoAcc: GUANTES,S/ ,109.32
5/18/2024,571180002-11465,BICICLETA,"BICICLETA ROMA GIRL 20"" Aro: 20""; Color: VERDE; Mater.: ACERO; Gén.: MUJER",S/ ,381.36
5/18/2024,581250002-11251,FITNESS,GIMNASIO G4007 Color: PLATEADO,S/ ,846.61
5/18/2024,602030021-13849,ACCESORIO,CASCO RAIL SX MIPS Color: GRIS; Gén.: HOMBRE; Talla: L; TipoAcc: CASCO,S/ ,338.14
5/19/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/20/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/20/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/20/2024,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"1,524.58"
5/22/2024,571191931-11488,BICICLETA,"BICICLETA SCP 27.5"" Aro: 27.5""; Color: GRIS; Mater.: ACERO; Gén.: HOMBRE",S/ ,533.05
5/22/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/22/2024,571200154-11101,BICICLETA,"BICICLETA TRICICARGO CROSSTOWN 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,059.32"
5/22/2024,571192177-14902,BICICLETA,"BICICLETA NEVADA 02 29"" Aro: 29""; Color: NEGRO/CELESTE; Gén.: HOMBRE",S/ ,846.61
5/22/2024,571192175-14901,BICICLETA,"BICICLETA DISCOVERY 02 29"" Aro: 29""; Color: GRIS/NEGRO; Gén.: HOMBRE",S/ ,846.61
5/22/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/22/2024,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"1,524.58"
5/22/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/22/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/22/2024,581560021-11248,FITNESS,SPINNING Q200 Color: NEGRO,S/ ,846.61
5/25/2024,581240046-13757,FITNESS,ELIPTICA BH FDC19 TFT Color: NEGRO/GRIS,S/ ,"3,270.34"
5/25/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/25/2024,581560006-11554,FITNESS,SPINNING K4020 Color: NEGRO/AZUL,S/ ,"1,694.07"
5/25/2024,581270049-11248,FITNESS,TROTADORA T350 Color: NEGRO,S/ ,"2,541.53"
5/25/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/26/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/27/2024,581560021-11248,FITNESS,SPINNING Q200 Color: NEGRO,S/ ,846.61
5/27/2024,571170017-15924,BICICLETA,"BICICLETA BMX NITRO 20"" Aro: 20""; Color: AZUL; Mater.: ALUMINIO",S/ ,812.71
5/27/2024,581560007-11554,FITNESS,SPINNING K4018 Color: NEGRO/AZUL,S/ ,"1,185.59"
5/27/2024,582700039-15897,FITNESS,MAQUINA DE REMO PREST R1000 PLUS Color: NEGRO/GRIS; Año: 2023.000; Gén.: UNISEX,S/ ,"1,863.56"
5/27/2024,571500043-13637,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/AZUL; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
5/27/2024,571192177-14902,BICICLETA,"BICICLETA NEVADA 02 29"" Aro: 29""; Color: NEGRO/CELESTE; Gén.: HOMBRE",S/ ,846.61
5/27/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/27/2024,571170017-15924,BICICLETA,"BICICLETA BMX NITRO 20"" Aro: 20""; Color: AZUL; Mater.: ALUMINIO",S/ ,812.71
5/27/2024,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"1,660.17"
5/28/2024,731990181-12728,ACCESORIO,"LLANTA EDDY CURRENT REAR 27.5X2.60, EVO, SUPER GRV, TLE 65-584 B/B-SK HS497 ADDIX SOFT 67EPI B Color: NEGRO; Talla: 27.5X2.60; TipoAcc: LLANTA",S/ ,200.88
5/28/2024,731990167-12730,ACCESORIO,"LLANTA MAGIC MARY 29x2.60 EVO, SUPER GRV, TLE 65-622 B/B-SK HS447 ADDIX SOFT 67EPI Color: NEGRO; Talla: 29X2.60; TipoAcc: LLANTA",S/ ,212.04
5/28/2024,604090009-12999,ACCESORIO,CANDADO DE SEGURIDAD FLEX COMBO COIL 15 Color: NEGRO; TipoAcc: CANDADO,S/ ,47.12
5/28/2024,571192198-15065,BICICLETA,"BICICLETATMPT - 4 27.5"" S (2201124224) Aro: 27.5""; Color: TERRA ROZA; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: S",S/ ,"1,194.52"
5/28/2024,873470017-16874,ACCESORIO,KIT DE FRENOS MAVEN ULTIMATE EXPERT KIT TipoAcc: KIT DE FRENOS,S/ ,"2,696.61"
5/28/2024,571500042-14570,BICICLETA,"BICICLETA HFY MTB CAROM 27.5"" Aro: 27.5""; Color: NEGRO/GRIS/AZUL",S/ ,516.10
5/29/2024,571500047-11099,BICICLETA,"BICICLETA VID FURY 29"" Aro: 29""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,592.37
5/29/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/29/2024,581270051-11248,FITNESS,TROTADORA S200 Color: NEGRO,S/ ,"1,694.07"
5/29/2024,581270051-11248,FITNESS,TROTADORA S200 Color: NEGRO,S/ ,"1,694.07"
5/29/2024,571230136-12587,BICICLETA,"BICICLETA CANON 16"" Aro: 16""; Color: NEGRO/AZUL; Mater.: ACERO; Gén.: HOMBRE",S/ ,507.63
5/29/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/30/2024,631500044-13575,BICICLETA,"E-BIKE E-MOUNT 14"" Aro: 14""; Color: AMARILLO; Mater.: ALUMINIO",S/ ,"1,609.32"
5/30/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/30/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/30/2024,571180002-11465,BICICLETA,"BICICLETA ROMA GIRL 20"" Aro: 20""; Color: VERDE; Mater.: ACERO; Gén.: MUJER",S/ ,381.36
5/30/2024,571192075-12603,BICICLETA,"BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,720.34
5/30/2024,571500047-11099,BICICLETA,"BICICLETA VID FURY 29"" Aro: 29""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,592.37
5/30/2024,571192075-12603,BICICLETA,"BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,720.34
5/30/2024,571191927-14966,BICICLETA,"BICICLETA MRG 24"" Aro: 24""; Color: AZUL/ROSADO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,770.34
5/30/2024,571200155-11113,BICICLETA,"BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: MUJER",S/ ,770.34
5/30/2024,571500042-14570,BICICLETA,"BICICLETA HFY MTB CAROM 27.5"" Aro: 27.5""; Color: NEGRO/GRIS/AZUL",S/ ,516.10
5/30/2024,582700002-15896,FITNESS,MAQUINA DE REMO S200 Color: NEGRO; Año: 2023.000; Gén.: UNISEX,S/ ,931.36
5/30/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/30/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
5/31/2024,602030021-13848,ACCESORIO,CASCO RAIL SX MIPS Color: GRIS; Gén.: HOMBRE; Talla: M; TipoAcc: CASCO,S/ ,338.14
6/1/2024,571192177-14902,BICICLETA,"BICICLETA NEVADA 02 29"" Aro: 29""; Color: NEGRO/CELESTE; Gén.: HOMBRE",S/ ,846.61
6/1/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/1/2024,571192177-14902,BICICLETA,"BICICLETA NEVADA 02 29"" Aro: 29""; Color: NEGRO/CELESTE; Gén.: HOMBRE",S/ ,846.61
6/1/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/1/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/1/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/1/2024,581560021-11248,FITNESS,SPINNING Q200 Color: NEGRO,S/ ,846.61
6/3/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/3/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/3/2024,635070001-16885,BICICLETA,"E-BIKE REIGN E+ 1 29"" M (5460000105) Aro: 29""; Color: BLUE DRAGONFLY; Mater.: ALUMINIO; Año: 2024.000; Talla: M",US$,"25,362.71"
6/3/2024,571500042-14570,BICICLETA,"BICICLETA HFY MTB CAROM 27.5"" Aro: 27.5""; Color: NEGRO/GRIS/AZUL",S/ ,516.10
6/3/2024,731990165-14658,ACCESORIO,"CAMARA CAMEL Aro: 24""; TipoAcc: CAMARA; Talla: 24X2.125",S/ ,10.08
6/3/2024,571200154-11101,BICICLETA,"BICICLETA TRICICARGO CROSSTOWN 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,059.32"
6/3/2024,581250002-11251,FITNESS,GIMNASIO G4007 Color: PLATEADO,S/ ,846.61
6/4/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/4/2024,601990005-14733,ACCESORIO,PROTECTOR DE LLANTA HUCK NORRIS MEGANORRIS SANDWICH 55MM TipoAcc: PROTECTOR DE LLANTA,S/ ,295.76
6/4/2024,605530381-12429,ACCESORIO,SET DE HERRAMIENTAS  MINI 20 PRO (TT2536B) Color: NEGRO; TipoAcc: SET DE HERRAMIENTAS,S/ ,160.17
6/4/2024,602330011-11619,ACCESORIO,INFLADOR DE PISO  JOEBLOW RACE 200 PSI (TJB-RC1B) Color: NEGRO; TipoAcc: INFLADOR,S/ ,211.02
6/5/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/5/2024,581240041-11248,FITNESS,ELIPTICA E6010 Color: NEGRO,S/ ,"2,185.59"
6/5/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/5/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/6/2024,581240009-11248,FITNESS,ELIPTICA PREST E6701 Color: NEGRO,S/ ,"2,965.26"
6/6/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/6/2024,571180002-11465,BICICLETA,"BICICLETA ROMA GIRL 20"" Aro: 20""; Color: VERDE; Mater.: ACERO; Gén.: MUJER",S/ ,381.36
6/6/2024,571500043-13638,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/LILA; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
6/8/2024,571500042-14570,BICICLETA,"BICICLETA HFY MTB CAROM 27.5"" Aro: 27.5""; Color: NEGRO/GRIS/AZUL",S/ ,516.10
6/8/2024,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"1,524.58"
6/8/2024,571500042-14570,BICICLETA,"BICICLETA HFY MTB CAROM 27.5"" Aro: 27.5""; Color: NEGRO/GRIS/AZUL",S/ ,516.10
6/8/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/9/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/9/2024,571192026-14589,BICICLETA,"BICICLETA SCP 29"" Aro: 29""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,575.42
6/9/2024,602630002-13767,ACCESORIO,CINTA REFLECTIVA 3M CONSPICUITY STRIPS (1 UND) Color: ROJO; TipoAcc: CINTA REFLECTIVA,S/ ,21.10
6/9/2024,600290057-11532,ACCESORIO,REFLECTOR DELANTERO Y POSTERIOR C/SOPORTE Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,5.25
6/9/2024,602630002-13765,ACCESORIO,CINTA REFLECTIVA 3M CONSPICUITY STRIPS (1 UND) Color: BLANCO; TipoAcc: CINTA REFLECTIVA,S/ ,21.10
6/9/2024,571191931-11488,BICICLETA,"BICICLETA SCP 27.5"" Aro: 27.5""; Color: GRIS; Mater.: ACERO; Gén.: HOMBRE",S/ ,609.32
6/9/2024,571500042-14570,BICICLETA,"BICICLETA HFY MTB CAROM 27.5"" Aro: 27.5""; Color: NEGRO/GRIS/AZUL",S/ ,516.10
6/10/2024,602620003-13838,ACCESORIO,CARTUCHO CO2 CONTROL BLAST 16G - 10 UNIDADES TipoAcc: CO2,S/ ,110.08
6/10/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/10/2024,581560006-11554,FITNESS,SPINNING K4020 Color: NEGRO/AZUL,S/ ,"1,694.07"
6/10/2024,571500047-11099,BICICLETA,"BICICLETA VID FURY 29"" Aro: 29""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,592.37
6/10/2024,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"1,948.31"
6/10/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/10/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/10/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/10/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/10/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/11/2024,731990181-12728,ACCESORIO,"LLANTA EDDY CURRENT REAR 27.5X2.60, EVO, SUPER GRV, TLE 65-584 B/B-SK HS497 ADDIX SOFT 67EPI B Color: NEGRO; Talla: 27.5X2.60; TipoAcc: LLANTA",S/ ,236.32
6/11/2024,731990167-12730,ACCESORIO,"LLANTA MAGIC MARY 29x2.60 EVO, SUPER GRV, TLE 65-622 B/B-SK HS447 ADDIX SOFT 67EPI Color: NEGRO; Talla: 29X2.60; TipoAcc: LLANTA",S/ ,246.56
6/11/2024,571191927-14966,BICICLETA,"BICICLETA MRG 24"" Aro: 24""; Color: AZUL/ROSADO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,770.34
6/11/2024,571191927-14966,BICICLETA,"BICICLETA MRG 24"" Aro: 24""; Color: AZUL/ROSADO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,770.34
6/11/2024,581560007-11554,FITNESS,SPINNING K4018 Color: NEGRO/AZUL,S/ ,"1,100.85"
6/11/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/12/2024,172120870-0,ACCESORIO,SILICONA LIQUIDA P/ FITNESS x 250 ML .,S/ ,75.42
6/12/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/12/2024,581560007-11554,FITNESS,SPINNING K4018 Color: NEGRO/AZUL,S/ ,"1,100.85"
6/12/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/12/2024,582700039-15897,FITNESS,MAQUINA DE REMO PREST R1000 PLUS Color: NEGRO/GRIS; Año: 2023.000; Gén.: UNISEX,S/ ,"1,863.56"
6/12/2024,571380074-14004,BICICLETA,"BICICLETA CANON HWT 29"" Aro: 29""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,939.83
6/12/2024,571192216-15285,BICICLETA,"BICICLETA TLN 29 - 4 L (2201107127) Aro: 29""; Color: METALLIC BLACK; Talla: L; Año: 2022.000",S/ ,"1,829.66"
6/13/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/13/2024,601640110-11248,ACCESORIO,CAMARA 26X1.9-2.125 35MM WITH SEALANT (330000025) Color: NEGRO,S/ ,21.10
6/13/2024,731990151-14649,ACCESORIO,"LLANTA CAMEL VUELTA USA CB569 (57-559) Aro: 26""; Color: NEGRO; Talla: 26X2.125; TipoAcc: LLANTA",S/ ,25.34
6/13/2024,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"1,524.58"
6/13/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/13/2024,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,456.78"
6/13/2024,581240041-11248,FITNESS,ELIPTICA E6010 Color: NEGRO,S/ ,"2,185.59"
6/13/2024,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,634.75
6/14/2024,582700039-15897,FITNESS,MAQUINA DE REMO PREST R1000 PLUS Color: NEGRO/GRIS; Año: 2023.000; Gén.: UNISEX,S/ ,"1,863.56"
6/14/2024,581270047-11248,FITNESS,TROTADORA PREST T5802AC Color: NEGRO,S/ ,"4,321.19"
6/14/2024,571500044-14569,BICICLETA,"BICICLETA HFY MTB EXTENT 29"" Aro: 29""; Color: BLANCO/AZUL",S/ ,338.14
6/15/2024,582700002-15896,FITNESS,MAQUINA DE REMO S200 Color: NEGRO; Año: 2023.000; Gén.: UNISEX,S/ ,846.61
6/16/2024,581270051-11248,FITNESS,TROTADORA S200 Color: NEGRO,S/ ,"1,694.07"
6/16/2024,571500042-14570,BICICLETA,"BICICLETA HFY MTB CAROM 27.5"" Aro: 27.5""; Color: NEGRO/GRIS/AZUL",S/ ,516.10
6/16/2024,571500043-13638,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/LILA; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
6/16/2024,581560007-11554,FITNESS,SPINNING K4018 Color: NEGRO/AZUL,S/ ,"1,100.85"
6/16/2024,581560007-11554,FITNESS,SPINNING K4018 Color: NEGRO/AZUL,S/ ,"1,100.85"
6/16/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/16/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/16/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/16/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/17/2024,571200155-13672,BICICLETA,"BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,948.31
6/17/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/17/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,846.61
6/17/2024,581270062-11248,FITNESS,TROTADORA OCX X3 PLUS BY Color: NEGRO,S/ ,"1,524.58"
6/17/2024,602260018-12967,ACCESORIO,ASIENTO ROMERO (120000189) Color: NEGRO; TipoAcc: ASIENTO,S/ ,134.75
6/17/2024,600290057-11532,ACCESORIO,REFLECTOR DELANTERO Y POSTERIOR C/SOPORTE Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,5.25
6/17/2024,581560006-11554,FITNESS,SPINNING K4020 Color: NEGRO/AZUL,S/ ,"1,694.07"
6/17/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,677.12
6/17/2024,571200155-13671,BICICLETA,"BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: MORADO; Mater.: ACERO; Gén.: MUJER",S/ ,948.31
6/20/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,846.61
6/20/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,846.61
6/21/2024,581270063-12251,FITNESS,TROTADORA OCX I1 BY Color: GRIS,S/ ,846.61
6/21/2024,581250010-11248,FITNESS,GIMNASIO G1700 Color: NEGRO,S/ ,"1,100.85"
